Traffic light,Shipping Point/Receiving Pt,Originating document,STPO_Cut_Off,Plant,Description,Material,Open quantity,Unrestricted
,W001,6200020931,M_25th,GW03,450/4/1 EXHAUST FAN,EXHD450-4-1,26,638
,W001,6200020931,M_25th,GW02,450/4/1 EXHAUST FAN,EXHD450-4-1,190,638
,W001,6200020931,M_25th,GS07,450/4/1 EXHAUST FAN,EXHD450-4-1,42,638
,W001,6200020931,M_25th,GW01,450/4/1 EXHAUST FAN,EXHD450-4-1,155,638
,W001,6200020928,M_15th,GN03,450/4/1 EXHAUST FAN,EXHD450-4-1,1362,638
,W001,6200020931,M_25th,GN03,450/4/1 EXHAUST FAN,EXHD450-4-1,194,638
,W001,6200020931,M_25th,GN01,450/4/1 EXHAUST FAN,EXHD450-4-1,1021,638
,W001,6200020931,M_25th,GN02,450/4/1 EXHAUST FAN,EXHD450-4-1,284,638
,W001,6200020931,M_25th,GN04,450/4/1 EXHAUST FAN,EXHD450-4-1,107,638
,W001,6200020931,M_25th,GN05,450/4/1 EXHAUST FAN,EXHD450-4-1,210,638
,W001,6200020931,M_25th,GE05,450/4/1 EXHAUST FAN,EXHD450-4-1,11,638
,W001,6200020931,M_25th,GE04,450/4/1 EXHAUST FAN,EXHD450-4-1,18,638
,W001,6200020928,M_15th,GW04,450/4/1 EXHAUST FAN,EXHD450-4-1,331,638
,W001,6200020931,M_25th,GW02,450/4/3 EXHAUST FAN,EXHD450-4-3,39,20
,W001,6200020931,M_25th,GW01,450/4/3 EXHAUST FAN,EXHD450-4-3,30,20
,W001,6200020928,M_15th,GW02,450/4/3 EXHAUST FAN,EXHD450-4-3,59,20
,W001,6200020928,M_15th,GW01,450/4/3 EXHAUST FAN,EXHD450-4-3,44,20
,W001,6200020931,M_25th,GN06,450/6/1 EXHAUST FAN,EXHD450-6-1,23,1
,W001,6200020931,M_25th,GW06,450/6/1 EXHAUST FAN,EXHD450-6-1,25,1
,W001,6200020931,M_25th,GW05,450/6/1 EXHAUST FAN,EXHD450-6-1,20,1
,W001,6200020928,M_15th,GN06,450/6/1 EXHAUST FAN,EXHD450-6-1,35,1
,W001,6200020928,M_15th,GN03,450/6/1 EXHAUST FAN,EXHD450-6-1,54,1
,W001,6200020928,M_15th,GN04,450/6/1 EXHAUST FAN,EXHD450-6-1,85,1
,W001,6200020928,M_15th,GN01,450/6/1 EXHAUST FAN,EXHD450-6-1,21,1
,W001,6200020928,M_15th,GN02,450/6/1 EXHAUST FAN,EXHD450-6-1,13,1
,W001,6200020931,M_25th,GN02,450/6/1 EXHAUST FAN,EXHD450-6-1,9,1
,W001,6200020931,M_25th,GN01,450/6/1 EXHAUST FAN,EXHD450-6-1,14,1
,W001,6200020931,M_25th,GN04,450/6/1 EXHAUST FAN,EXHD450-6-1,57,1
,W001,6200020931,M_25th,GN03,450/6/1 EXHAUST FAN,EXHD450-6-1,38,1
,W001,6200020928,M_15th,GW05,450/6/1 EXHAUST FAN,EXHD450-6-1,21,1
,W001,6200020928,M_15th,GW06,450/6/1 EXHAUST FAN,EXHD450-6-1,7,1
,W001,6200020931,M_25th,GN06,EXHAUST FAN 600-6-1,EXHD600-6-1,71,0
,W001,6200020931,M_25th,GW06,EXHAUST FAN 600-6-1,EXHD600-6-1,11,0
,W001,6200020931,M_25th,GW05,EXHAUST FAN 600-6-1,EXHD600-6-1,19,0
,W001,6200020931,M_25th,GW04,EXHAUST FAN 600-6-1,EXHD600-6-1,39,0
,W001,6200020931,M_25th,GW02,EXHAUST FAN 600-6-1,EXHD600-6-1,39,0
,W001,6200020931,M_25th,GW01,EXHAUST FAN 600-6-1,EXHD600-6-1,39,0
,W001,6200020931,M_25th,GN05,EXHAUST FAN 600-6-1,EXHD600-6-1,142,0
,W001,6200020928,M_15th,GN06,EXHAUST FAN 600-6-1,EXHD600-6-1,107,0
,W001,6200020928,M_15th,GN04,EXHAUST FAN 600-6-1,EXHD600-6-1,39,0
,W001,6200020928,M_15th,GN05,EXHAUST FAN 600-6-1,EXHD600-6-1,143,0
,W001,6200020928,M_15th,GW01,EXHAUST FAN 600-6-1,EXHD600-6-1,4,0
,W001,6200020928,M_15th,GW02,EXHAUST FAN 600-6-1,EXHD600-6-1,59,0
,W001,6200020928,M_15th,GN01,EXHAUST FAN 600-6-1,EXHD600-6-1,340,0
,W001,6200020928,M_15th,GE01,EXHAUST FAN 600-6-1,EXHD600-6-1,15,0
,W001,6200020928,M_15th,GN03,EXHAUST FAN 600-6-1,EXHD600-6-1,72,0
,W001,6200020928,M_15th,GN02,EXHAUST FAN 600-6-1,EXHD600-6-1,160,0
,W001,6200020931,M_25th,GN02,EXHAUST FAN 600-6-1,EXHD600-6-1,120,0
,W001,6200020931,M_25th,GN04,EXHAUST FAN 600-6-1,EXHD600-6-1,57,0
,W001,6200020931,M_25th,GN03,EXHAUST FAN 600-6-1,EXHD600-6-1,49,0
,W001,6200020931,M_25th,GE02,EXHAUST FAN 600-6-1,EXHD600-6-1,12,0
,W001,6200020931,M_25th,GN01,EXHAUST FAN 600-6-1,EXHD600-6-1,227,0
,W001,6200020928,M_15th,GW04,EXHAUST FAN 600-6-1,EXHD600-6-1,57,0
,W001,6200020931,M_25th,GE01,EXHAUST FAN 600-6-1,EXHD600-6-1,10,0
,W001,6200020931,M_25th,GW06,600/6/3 EXHAUST FAN,EXHD600-6-3,15,6
,W001,6200020931,M_25th,GW01,600/6/3 EXHAUST FAN,EXHD600-6-3,39,6
,W001,6200020928,M_15th,GW01,600/6/3 EXHAUST FAN,EXHD600-6-3,24,6
,W001,6200020928,M_15th,GN03,600/6/3 EXHAUST FAN,EXHD600-6-3,15,6
,W001,6200020931,M_25th,GN03,600/6/3 EXHAUST FAN,EXHD600-6-3,16,6
,W001,6200020928,M_15th,GW06,600/6/3 EXHAUST FAN,EXHD600-6-3,9,6
,W001,6200020931,M_25th,GW06,900/8/3 EXHAUST FAN,EXHD900-8-3,15,0
,W001,6200020931,M_25th,GW05,900/8/3 EXHAUST FAN,EXHD900-8-3,10,0
,W001,6200020928,M_15th,GW05,900/8/3 EXHAUST FAN,EXHD900-8-3,15,0
,W001,6200020928,M_15th,GW06,900/8/3 EXHAUST FAN,EXHD900-8-3,5,0
,W001,6200020931,M_25th,GS05,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,104,264
,W001,6200020931,M_25th,GS04,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,72,264
,W001,6200020931,M_25th,GS02,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,336,264
,W001,6200020928,M_15th,GE01,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,300,264
,W001,6200020928,M_15th,GE02,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,152,264
,W001,6200020928,M_15th,GE03,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,16,264
,W001,6200020931,M_25th,GE03,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,40,264
,W001,6200020931,M_25th,GE02,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,156,264
,W001,6200020931,M_25th,GE05,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,40,264
,W001,6200020931,M_25th,GE01,FLUX AIR 225MM MET BLD & PL. GUARD,FLUXAIR9OPW,200,264
,W001,6200020931,M_25th,GS03,FLYLEAF 1200MM EMBER - WOR,FLY48EMBER,28,146
,W001,6200020931,M_25th,GS06,FLYLEAF 1200MM EMBER - WOR,FLY48EMBER,44,146
,W001,6200020931,M_25th,GS05,FLYLEAF 1200MM EMBER - WOR,FLY48EMBER,20,146
,W001,6200020928,M_15th,GS03,FLYLEAF 1200MM EMBER - WOR,FLY48EMBER,12,146
,W001,6200020931,M_25th,GN04,FLYLEAF 1200MM EMBER - WOR,FLY48EMBER,28,146
,W001,6200020931,M_25th,GN03,FLYLEAF 1200MM EMBER - WOR,FLY48EMBER,16,146
,W001,6200020931,M_25th,GE01,FLYLEAF 1200MM EMBER - WOR,FLY48EMBER,48,146
,W001,6200020931,M_25th,GS04,FLYLEAF 1200MM SILVER WHT - WOR,FLY48SWT,10,102
,W001,6200020931,M_25th,GS05,FLYLEAF 1200MM SILVER WHT - WOR,FLY48SWT,48,102
,W001,6200020931,M_25th,GW02,FLYLEAF 1200MM SILVER WHT - WOR,FLY48SWT,6,102
,W001,6200020928,M_15th,GS05,FLYLEAF 1200MM SILVER WHT - WOR,FLY48SWT,44,102
,W001,6200021058,M+1_7th,GS04,HILL BRIZ 1200MM BROWN WOR CF,HLB48BRN,76,420
,W001,6200021058,M+1_7th,GS05,HILL BRIZ 1200MM BROWN WOR CF,HLB48BRN,84,420
,W001,6200020928,M_15th,GN03,HILL BRIZ 1200MM OPAL WHT WOR CF,HLB48OPW,4,4
,W001,6200020931,M_25th,GN01,HILL BRIZ 1200MM OPAL WHT WOR CF,HLB48OPW,4,4
,W001,6200020906,M_25th,GS02,HIGH SPEED 900 MM BRN 3B,HS36BRN,20,1580
,W001,6200020906,M_25th,GS04,HIGH SPEED 900 MM BRN 3B,HS36BRN,56,1580
,W001,6200020906,M_25th,GS06,HIGH SPEED 900 MM BRN 3B,HS36BRN,76,1580
,W001,6200020906,M_25th,GS03,HIGH SPEED 900 MM BRN 3B,HS36BRN,148,1580
,W001,6200020949,M_15th,GE01,HIGH SPEED 900 MM BRN 3B,HS36BRN,224,1580
,W001,6200020949,M_15th,GS03,HIGH SPEED 900 MM BRN 3B,HS36BRN,48,1580
,W001,6200020949,M_15th,GS02,HIGH SPEED 900 MM BRN 3B,HS36BRN,128,1580
,W001,6200020949,M_15th,GS07,HIGH SPEED 900 MM BRN 3B,HS36BRN,288,1580
,W001,6200020949,M_15th,GS06,HIGH SPEED 900 MM BRN 3B,HS36BRN,192,1580
,W001,6200020949,M_15th,GE01,HIGH SPEED 900 MM BRN 3B,HS36BRN,140,1580
,W001,6200020949,M_15th,GS03,HIGH SPEED 900 MM BRN 3B,HS36BRN,260,1580
,W001,6200020906,M_25th,GE05,HIGH SPEED 900 MM IVY 3B RES,HS36IVY,20,16
,W001,6200020906,M_25th,GS05,HIGH SPEED 900 MM IVY 3B RES,HS36IVY,16,16
,W001,6200020906,M_25th,GW05,HIGH SPEED 900 MM IVY 3B RES,HS36IVY,24,16
,W001,6200020906,M_25th,GW04,HIGH SPEED 900MM CF OPAL WHT,HS36OPW,12,24
,W001,6200020906,M_25th,GW05,HIGH SPEED 900MM CF OPAL WHT,HS36OPW,24,24
,W001,6200020906,M_25th,GW06,HIGH SPEED 900MM CF OPAL WHT,HS36OPW,8,24
,W001,6200020906,M_25th,GN03,HIGH SPEED 900MM CF OPAL WHT,HS36OPW,44,24
,W001,6200020906,M_25th,GE01,HIGH SPEED 900MM CF OPAL WHT,HS36OPW,100,24
,W001,6200020906,M_25th,GN01,HIGH SPEED 900MM CF OPAL WHT,HS36OPW,68,24
,W001,6200020906,M_25th,GW03,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,44,24
,W001,6200020906,M_25th,GW01,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,176,24
,W001,6200020906,M_25th,GW02,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,84,24
,W001,6200020906,M_25th,GS07,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,24,24
,W001,6200020906,M_25th,GW04,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,12,24
,W001,6200020906,M_25th,GS01,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,60,24
,W001,6200020906,M_25th,GS03,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,28,24
,W001,6200020905,M_15th,GW01,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,80,24
,W001,6200020905,M_15th,GW03,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,56,24
,W001,6200020905,M_15th,GW02,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,124,24
,W001,6200020905,M_15th,GW04,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,16,24
,W001,6200020905,M_15th,GS03,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,40,24
,W001,6200020905,M_15th,GE01,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,48,24
,W001,6200020906,M_25th,GE01,HIGH SPEED 1050MM CF OPAL WHT,HS42OPW,32,24
,W001,6200020905,M_15th,GE03,HS 1200 BROWN,HS48BRN,40,5832
,W001,6200020949,M_15th,GN05,HS 1200 BROWN,HS48BRN,36,5832
,W001,6200020949,M_15th,GE03,HS 1200 BROWN,HS48BRN,28,5832
,W001,6200020949,M_15th,GE04,HS 1200 BROWN,HS48BRN,204,5832
,W001,6200020949,M_15th,GS02,HS 1200 BROWN,HS48BRN,600,5832
,W001,6200021040,M_15th,GN02,HS 1200MM  DUSKY BROWN,HS48DBN,4,0
,W001,6200020906,M_25th,GN01,HS 1200 MM IVY 3B,HS48IVY,44,588
,W001,6200020949,M_15th,GS03,HS 1200 MM IVY 3B,HS48IVY,120,588
,W001,6200020949,M_15th,GS02,HS 1200 MM IVY 3B,HS48IVY,424,588
,W001,6200020906,M_25th,GW01,HIGH SPEED 1.2M OPAL WHT,HS48OPW,600,4
,W001,6200020906,M_25th,GE04,HIGH SPEED 1.2M OPAL WHT,HS48OPW,16,4
,W001,6200020906,M_25th,GE05,HIGH SPEED 1.2M OPAL WHT,HS48OPW,120,4
,W001,6200020905,M_15th,GE05,HIGH SPEED 1.2M OPAL WHT,HS48OPW,36,4
,W001,6200020905,M_15th,GW01,HIGH SPEED 1.2M OPAL WHT,HS48OPW,140,4
,W001,6200020905,M_15th,GN06,HIGH SPEED 1.2M OPAL WHT,HS48OPW,688,4
,W001,6200020906,M_25th,GN06,HIGH SPEED 1.2M OPAL WHT,HS48OPW,528,4
,W001,6200020906,M_25th,GN05,HIGH SPEED 1.2M OPAL WHT,HS48OPW,4,4
,W001,6200020906,M_25th,GE02,HIGH SPEED 1400 MM BRN 3B,HS56BRN,4,232
,W001,6200020906,M_25th,GW04,HIGH SPEED 1400 MM BRN 3B,HS56BRN,12,232
,W001,6200020905,M_15th,GE03,HIGH SPEED 1400 MM BRN 3B,HS56BRN,24,232
,W001,6200020905,M_15th,GE01,HIGH SPEED 1400 MM BRN 3B,HS56BRN,60,232
,W001,6200020906,M_25th,GE01,HIGH SPEED 1400 MM BRN 3B,HS56BRN,200,232
,W001,6200020906,M_25th,GN02,HIGH SPEED 1400 MM BRN 3B,HS56BRN,36,232
,W001,6200020906,M_25th,GE02,HIGH SPEED 1400MM CF OPAL WHT,HS56OPW,12,316
,W001,6200020906,M_25th,GS05,HIGH SPEED 1400MM CF OPAL WHT,HS56OPW,4,316
,W001,6200020906,M_25th,GE01,HIGH SPEED 1400MM CF OPAL WHT,HS56OPW,200,316
,W001,6200020949,M_15th,GS05,HIGH SPEED 1400MM CF OPAL WHT,HS56OPW,92,316
,W001,6200020949,M_15th,GE02,HIGH SPEED 1400MM CF OPAL WHT,HS56OPW,8,316
,W001,6200020949,M_15th,GS03,HIGH SPEED DECORA PRM 1.2M AQUA GL,HSDCPRM48AGD,88,264
,W001,6200020949,M_15th,GS01,HIGH SPEED DECORA PRM 1.2M AQUA GL,HSDCPRM48AGD,280,264
,W001,6200020949,M_15th,GS02,HIGH SPEED DECORA PRM 1.2M AQUA GL,HSDCPRM48AGD,264,264
,W001,6200020906,M_25th,GE01,HIGH SPEED DECOR PRM 1.2M GINGER GLD,HSDCPRM48GGD,120,168
,W001,6200020905,M_15th,GE01,HIGH SPEED DECOR PRM 1.2M GINGER GLD,HSDCPRM48GGD,132,168
,W001,6200020906,M_25th,GE04,HIGH SPEED DECORA 1.2M BRN 3B,HSDCR48BRN,24,24
,W001,6200020906,M_25th,GE05,HIGH SPEED DECORA 1.2M BRN 3B,HSDCR48BRN,20,24
,W001,6200020906,M_25th,GS02,HIGH SPEED DECORA 1.2M BRN 3B,HSDCR48BRN,100,24
,W001,6200020906,M_25th,GS05,HIGH SPEED DECORA 1.2M BRN 3B,HSDCR48BRN,68,24
,W001,6200020906,M_25th,GS06,HIGH SPEED DECORA 1.2M BRN 3B,HSDCR48BRN,16,24
,W001,6200020906,M_25th,GS01,HIGH SPEED DECORA 1.2M BRN 3B,HSDCR48BRN,168,24
,W001,6200020906,M_25th,GS03,HIGH SPEED DECORA 1.2M BRN 3B,HSDCR48BRN,120,24
,W001,6200020905,M_15th,GE03,HIGH SPEED DECORA 1.2M BRN 3B,HSDCR48BRN,24,24
,W001,6200020906,M_25th,GW03,HIGH SPEED DECORA 1.2M IVY 3B,HSDCR48IVY,20,196
,W001,6200020906,M_25th,GW02,HIGH SPEED DECORA 1.2M IVY 3B,HSDCR48IVY,20,196
,W001,6200020906,M_25th,GS04,HIGH SPEED DECORA 1.2M IVY 3B,HSDCR48IVY,192,196
,W001,6200020906,M_25th,GS01,HIGH SPEED DECORA 1.2M IVY 3B,HSDCR48IVY,104,196
,W001,6200020906,M_25th,GS03,HIGH SPEED DECORA 1.2M IVY 3B,HSDCR48IVY,96,196
,W001,6200020906,M_25th,GS02,HIGH SPEED DECORA 1.2M IVY 3B,HSDCR48IVY,184,196
,W001,6200020905,M_15th,GS02,HIGH SPEED DECORA 1.2M IVY 3B,HSDCR48IVY,196,196
,W001,6200020906,M_25th,GW02,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,1076,300
,W001,6200020906,M_25th,GW04,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,20,300
,W001,6200020906,M_25th,GE04,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,16,300
,W001,6200020906,M_25th,GS02,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,4,300
,W001,6200020905,M_15th,GE04,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,16,300
,W001,6200020906,M_25th,GN04,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,44,300
,W001,6200020906,M_25th,GN06,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,220,300
,W001,6200020906,M_25th,GN03,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,16,300
,W001,6200020906,M_25th,GN01,HIGH SPEED PLUS 1.2M BROWN 3B,HSPLUS48BRN,40,300
,W001,6200020906,M_25th,GW02,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,680,36
,W001,6200020906,M_25th,GW04,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,12,36
,W001,6200020906,M_25th,GE04,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,12,36
,W001,6200020906,M_25th,GE05,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,60,36
,W001,6200020906,M_25th,GS05,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,60,36
,W001,6200020906,M_25th,GW05,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,16,36
,W001,6200020906,M_25th,GS03,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,20,36
,W001,6200020906,M_25th,GS02,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,184,36
,W001,6200020905,M_15th,GW04,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,16,36
,W001,6200020905,M_15th,GN01,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,140,36
,W001,6200020905,M_15th,GN03,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,16,36
,W001,6200020905,M_15th,GN06,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,216,36
,W001,6200020905,M_15th,GE01,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,36,36
,W001,6200020905,M_15th,GE04,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,16,36
,W001,6200020906,M_25th,GN04,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,44,36
,W001,6200020906,M_25th,GN06,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,220,36
,W001,6200020906,M_25th,GE01,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,160,36
,W001,6200020906,M_25th,GN01,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,264,36
,W001,6200020906,M_25th,GN03,HIGH SPEED PLUS 1.2M OPALWHT 3B,HSPLUS48OPW,12,36
,W001,6200020931,M_25th,GN04,JUPITER1200 BRASS 5 BLADE,JUPITER48BRASS,12,53
,W001,6200021072,M_15th,GS02,JUPITER1200 BRASS 5 BLADE,JUPITER48BRASS,10,53
,W001,6200021038,M_15th,GN03,JURA 1.2M BAKERS BROWN  3B,JURA48BBR,60,0
,W001,6200021038,M_15th,GN03,JURA 1.2M PEARL SILVER WHT 3B,JURA48PSWT,64,0
,W001,6200020906,M_25th,GW01,LERON CF 1200MM HUSKY GOLD,LRN48HGD,12,0
,W001,6200020906,M_25th,GW02,LERON CF 1200MM HUSKY GOLD,LRN48HGD,16,0
,W001,6200020906,M_25th,GE01,LERON CF 1200MM HUSKY GOLD,LRN48HGD,40,0
,W001,6200020906,M_25th,GE02,LERON CF 1200MM HUSKY GOLD,LRN48HGD,8,0
,W001,6200020906,M_25th,GS05,LERON CF 1200MM HUSKY GOLD,LRN48HGD,24,0
,W001,6200020905,M_15th,GW01,LERON CF 1200MM HUSKY GOLD,LRN48HGD,20,0
,W001,6200020905,M_15th,GW02,LERON CF 1200MM HUSKY GOLD,LRN48HGD,24,0
,W001,6200020905,M_15th,GN06,LERON CF 1200MM HUSKY GOLD,LRN48HGD,16,0
,W001,6200020905,M_15th,GE01,LERON CF 1200MM HUSKY GOLD,LRN48HGD,60,0
,W001,6200020905,M_15th,GE02,LERON CF 1200MM HUSKY GOLD,LRN48HGD,12,0
,W001,6200020906,M_25th,GN06,LERON CF 1200MM HUSKY GOLD,LRN48HGD,12,0
,W001,6200020905,M_15th,GS05,LERON CF 1200MM HUSKY GOLD,LRN48HGD,36,0
,W001,6200021072,M_15th,GS02,MOUNTAIR 150MM WHITE DOMESTIC EXHAUST,MOUNTAIR6WHT,200,340
,W001,6200020931,M_25th,GS04,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,48,0
,W001,6200020931,M_25th,GS06,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,12,0
,W001,6200020931,M_25th,GS05,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,34,0
,W001,6200020931,M_25th,GN05,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,8,0
,W001,6200020928,M_15th,GN03,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,44,0
,W001,6200020928,M_15th,GN01,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,9,0
,W001,6200020931,M_25th,GN01,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,20,0
,W001,6200020931,M_25th,GN04,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,12,0
,W001,6200020931,M_25th,GN03,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,29,0
,W001,6200021072,M_15th,GN06,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,20,0
,W001,6200021072,M_15th,GS02,NEBULA 1200 MM ANTIQUE BRASS,NEBULA48ANB,10,0
,W001,6200020931,M_25th,GN06,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,316,200
,W001,6200020928,M_15th,GN04,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,1276,200
,W001,6200020928,M_15th,GN03,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,500,200
,W001,6200020931,M_25th,GN03,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,384,200
,W001,6200020931,M_25th,GN01,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,72,200
,W001,6200020931,M_25th,GN02,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,976,200
,W001,6200020931,M_25th,GN05,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,232,200
,W001,6200020931,M_25th,GN04,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,6296,200
,W001,6200020931,M_25th,GE05,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,480,200
,W001,6200021072,M_15th,GN02,NEO BREEZE 1200MM BROWN W/O REG,NEOBRZ48BRN,2000,200
,W001,6200020931,M_25th,GN06,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,232,36
,W001,6200020928,M_15th,GN06,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,344,36
,W001,6200020928,M_15th,GE05,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,36,36
,W001,6200020928,M_15th,GN04,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,576,36
,W001,6200020928,M_15th,GN02,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,288,36
,W001,6200020931,M_25th,GN02,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,192,36
,W001,6200020931,M_25th,GN04,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,48,36
,W001,6200020931,M_25th,GE05,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,160,36
,W001,6200021072,M_15th,GN02,NEO BREEZE 1200MM  IVORY W/O REG,NEOBRZ48IVY,400,36
,W001,6200020928,M_15th,GN03,NEO BREEZE 1200MM  OPAL WHT W/O REG,NEOBRZ48OPW,632,1040
,W001,6200020931,M_25th,GN03,NEO BREEZE 1200MM  OPAL WHT W/O REG,NEOBRZ48OPW,424,1040
,W001,6200020931,M_25th,GN04,NEO BREEZE 1200MM  OPAL WHT W/O REG,NEOBRZ48OPW,776,1040
,W001,6200020931,M_25th,GE05,NEO BREEZE 1200MM  OPAL WHT W/O REG,NEOBRZ48OPW,120,1040
,W001,6200020931,M_25th,GN06,NEO BREEZE DECO 1200MM BRN- WOR,NEOBRZDEC48BRN,24,0
,W001,6200020928,M_15th,GN04,NEO BREEZE DECO 1200MM BRN- WOR,NEOBRZDEC48BRN,84,0
,W001,6200020928,M_15th,GE05,NEO BREEZE DECO 1200MM BRN- WOR,NEOBRZDEC48BRN,20,0
,W001,6200020931,M_25th,GN04,NEO BREEZE DECO 1200MM BRN- WOR,NEOBRZDEC48BRN,80,0
,W001,6200020931,M_25th,GE05,NEO BREEZE DECO 1200MM BRN- WOR,NEOBRZDEC48BRN,40,0
,W001,6200020931,M_25th,GN06,NEO BREEZE DECO 1200MM IVY - WOR,NEOBRZDEC48IVY,32,12
,W001,6200020928,M_15th,GE05,NEO BREEZE DECO 1200MM IVY - WOR,NEOBRZDEC48IVY,12,12
,W001,6200020928,M_15th,GN04,NEO BREEZE DECO 1200MM IVY - WOR,NEOBRZDEC48IVY,4,12
,W001,6200020931,M_25th,GN04,NEO BREEZE DECO 1200MM IVY - WOR,NEOBRZDEC48IVY,44,12
,W001,6200020931,M_25th,GE05,NEO BREEZE DECO 1200MM IVY - WOR,NEOBRZDEC48IVY,40,12
,W001,6200020931,M_25th,GS05,PAVAN 1200MM IVORY W/O REG,PAVAN48IVY,32,64
,W001,6200020931,M_25th,GW02,PAVAN 1200MM IVORY W/O REG,PAVAN48IVY,28,64
,W001,6200020928,M_15th,GW02,PAVAN 1200MM IVORY W/O REG,PAVAN48IVY,8,64
