Traffic light,Shipping Point/Receiving Pt,Originating document,STPO_Cut_Off,Plant,Description,Material,Open quantity,Unrestricted
,W001,6700002360,M_15th,GW05,S-HDEF450 COWL,S-90000817,2,2
,W001,6700002347,M_15th,GW01,S-HDEF600  BLADE ASSLY.,S-90000821,4,28
,W001,6700002408,M_15th,GN05,S-HDEF600  BLADE ASSLY.,S-90000821,24,28
,W001,6700002347,M_15th,GS04,S-HDEF600 ACCESSORIES CARTON,S-90000827,2,4
,W001,6700002408,M_15th,GS04,S-HDEF600 ACCESSORIES CARTON,S-90000827,2,4
,W001,6700002347,M_15th,GN04,S-HDEF600 CAPACITOR 4.00MFD,S-90000831,10,10
,W001,6700002347,M_15th,GS04,S-HDEF600 MOTOR CARTON,S-90000834,2,4
,W001,6700002408,M_15th,GS04,S-HDEF600 MOTOR CARTON,S-90000834,2,4
,W001,6700002277,M_15th,GW07,S-HDEF600 NAME PLATE,S-90000835,1,0
,W001,6700002344,M_15th,GS01,S-HILL BRIZ 1200MM MOTOR BRN-WOR+ACCESS,S-90000984,5,5
,W001,6700002344,M_15th,GS01,S-HILL BRIZ 1200MM WOUND STATOR+ SHAFT,S-90000987,10,110
,W001,6700002344,M_15th,GS01,S-HILL BRIZ 1200MM WOUND STATOR+ SHAFT,S-90000987,16,110
,W001,6700002344,M_15th,GS05,S-HILL BRIZ 1200MM WOUND STATOR+ SHAFT,S-90000987,8,110
,W001,6700002344,M_15th,GE05,S-HILL BRIZ 1200MM WOUND STATOR+ SHAFT,S-90000987,1,110
,W001,6700002277,M_15th,GN01,S-HILL BRIZ CANOPY BRN,S-90000991,10,10
,W001,6700002277,M_15th,GN01,S-HILL BRIZ CANOPY IVY,S-90000992,10,10
,W001,6700002277,M_15th,GN01,S-HILL BRIZ CANOPY OPW,S-90000993,10,10
,W001,6700002344,M_15th,GS04,S-HILL BRIZ CARTON BOX MOTOR 4/U,S-90000996,1,1
,W001,6700002352,M_15th,GS06,S-JUPITER BLADE SET 1200 - BRASS,S-90001030,1,0
,W001,6700002352,M_15th,GN01,S-JUPITER CANOPY - BRASS,S-90001033,4,0
,W001,6700002352,M_15th,GN01,S-JUPITER CANOPY - GLD,S-90001034,4,0
,W001,6700002352,M_15th,GN01,S-JUPITER CANOPY - SILVER,S-90001035,4,0
,W001,6700002344,M_15th,GW06,"S-MOUNT BREEZE BLADE 48""  IVORY",S-90001246,15,0
,W001,6700002352,M_15th,GN01,S-NEBULA CANOPY,S-90001257,6,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE 1200MM BLADE IVY,S-90001264,3,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE 1200MM BLADE OPW,S-90001265,3,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE 1200MM BLADE OPW,S-90001265,8,0
,W001,6700002344,M_15th,GN01,S-NEO BREEZE 1200MM BLADE OPW,S-90001265,1,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE 1200MM MOTOR BRN-WOR+ACCESS,S-90001266,100,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE 1200MM MOTOR OPW-WOR+ACCE,S-90001268,252,0
,W001,6700002344,M_15th,GN01,S-NEO BREEZE 1200MM MOTOR OPW-WOR+ACCE,S-90001268,48,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE 1200MM WOUND STATOR+SHAFT,S-90001269,250,0
,W001,6700002344,M_15th,GW06,S-NEO BREEZE 1200MM WOUND STATOR+SHAFT,S-90001269,20,0
,W001,6700002344,M_15th,GW07,S-NEO BREEZE 1200MM WOUND STATOR+SHAFT,S-90001269,2,0
,W001,6700002344,M_15th,GE05,S-NEO BREEZE 1200MM WOUND STATOR+SHAFT,S-90001269,2,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE CANOPY BRN,S-90001273,100,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE CANOPY IVY,S-90001274,100,0
,W001,6700002277,M_15th,GN01,S-NEO BREEZE CANOPY OPW,S-90001275,100,0
,W001,6700002410,M_15th,GN02,"S-NEO STAR PF MOTOR 20""",S-90001293,4,4
,W001,6700002414,M_15th,GN05,S-PAVAN DECO 1200MM BLADE IVY,S-90001336,12,0
,W001,6700002361,M_15th,GW01,S-PAWAN 1200MM BLADE IVY,S-90001352,20,20
,W001,6700002414,M_15th,GN05,S-PAWAN 1200MM BLADE LUSTRE BRN,S-90001353,24,0
,W001,6700002414,M_15th,GN05,S-PAWAN 1200MM BLADE OPW,S-90001354,24,0
,W001,6700002277,M_15th,GE05,S-PAWAN TOP ENDSHIELD - LUSTRE BRN,S-90001377,4,0
,W001,6700002361,M_15th,GW01,S-SB 1200MM BLADE LUSTRE BRN,S-90001532,20,20
,W001,6700002361,M_15th,GW01,S-SB 1200MM BLADE OPW,S-90001533,40,40
,W001,6700002277,M_15th,GW01,S-SEAWIND 1200MM BLADE IVY,S-90001593,2,0
,W001,6700002277,M_15th,GE05,S-SEAWIND 1200MM BLADE LUSTRE BRN,S-90001594,46,0
,W001,6700002414,M_15th,GN05,S-SEAWIND 1200MM BLADE LUSTRE BRN,S-90001594,24,0
,W001,6700002361,M_15th,GW01,S-SEAWIND 1200MM BLADE OPW,S-90001595,32,32
,W001,6700002414,M_15th,GN05,S-SEAWIND 1200MM BLADE OPW,S-90001595,24,32
,W001,6700002361,M_15th,GS02,S-SEAWIND 1200MM MOTOR LB-WOR + ACCESS,S-90001599,4,4
,W001,6700002346,M_15th,GS02,S-SEAWIND 1200MM WOUND STATOR WITH SHAFT,S-90001602,20,196
,W001,6700002346,M_15th,GN04,S-SEAWIND 1200MM WOUND STATOR WITH SHAFT,S-90001602,60,196
,W001,6700002346,M_15th,GE03,S-SEAWIND 1200MM WOUND STATOR WITH SHAFT,S-90001602,20,196
,W001,6700002394,M_15th,GS04,"S-SEAWIND 48"" BLADE CARTON 4/U",S-90001604,6,6
,W001,6700002394,M_15th,GS06,S-SEAWIND CARTON 4/U,S-90001611,1,7
,W001,6700002394,M_15th,GS04,S-SEAWIND CARTON 4/U,S-90001611,6,7
,W001,6700002394,M_15th,GS06,S-SEAWIND CARTON S/U,S-90001612,4,4
,W001,6700002394,M_15th,GS01,S-SEAWIND CARTON S/U,S-90001612,12,4
,W001,6700002346,M_15th,GS05,S-SMART BREEZE 1200 BLADE LUSTRE BRN,S-90001620,12,0
,W001,6700002414,M_15th,GN05,S-SMART BREEZE 1200 BLADE LUSTRE BRN,S-90001620,6,0
,W001,6700002414,M_15th,GN05,S-SMART BREEZE 1200 BLADE MATT BRN,S-90001621,6,0
,W001,6700002361,M_15th,GW01,S-SMART BREEZE 1200 BLADE OPW,S-90001622,32,32
,W001,6700002414,M_15th,GN05,S-SMART BREEZE 1200 BLADE OPW,S-90001622,6,32
,W001,6700002352,M_15th,GS07,S-URANUS BLADE SET,S-90001773,6,17
,W001,6700002352,M_15th,GW05,S-URANUS BLADE SET,S-90001773,1,17
,W001,6700002352,M_15th,GN01,S-URANUS BLADE SET,S-90001773,5,17
,W001,6700002352,M_15th,GS06,S-URANUS BLADE SET BLACK,S-90001774,1,4
,W001,6700002352,M_15th,GN01,S-URANUS BLADE SET BLACK,S-90001774,4,4
,W001,6700002352,M_15th,GS02,S-URANUS GLASS,S-90001777,4,0
,W001,6700002352,M_15th,GE01,S-URANUS GLASS,S-90001777,15,0
,W001,6700002352,M_15th,GN02,S-URANUS GLASS,S-90001777,20,0
,W001,6700002352,M_15th,GN01,S-URANUS GLASS,S-90001777,25,0
,W001,6700002352,M_15th,GN01,S-URANUS GLASS,S-90001777,8,0
,W001,6700002352,M_15th,GE01,S-URANUS SHANK SET,S-90001779,5,0
,W001,6700002352,M_15th,GW07,S-VENTILUS 250MM WHITE BLADE,S-90001814,20,0
,W001,6700002277,M_15th,GE05,S-WINDSTAR FARATTA MOTOR,S-90001836,270,0
,W001,6700002277,M_15th,GW06,S-WINDSTAR FARATTA MOUTING PLATE,S-90001839,20,30
,W001,6700002346,M_15th,GN06,S-WINZAIR 1200MM BLADE OPW,S-90001850,12,0
,W001,6700002346,M_15th,GN01,S-WINZAIR CANOPY IVY,S-90001872,20,0
,W001,6700002346,M_15th,GN01,S-WINZAIR CANOPY LUSTRE BRN,S-90001873,20,0
,W001,6700002346,M_15th,GN01,S-WINZAIR CANOPY OPW,S-90001874,20,0
,W001,6700002414,M_15th,GN05,S-WWHE 1200MM BLADE LUSTRE BRN,S-90001964,48,0
,W001,6700002414,M_15th,GN05,S-WWHE 1200MM BLADE OPW,S-90001965,48,0
,W001,6700002414,M_15th,GN05,S-WWHE 1400MM BLADE OPW,S-90001976,48,0
,W001,6700002352,M_15th,GS02,S-VENTILUS/BRISKAIR+150MM WHT BLADE,S-90002022,20,0
,W001,6700002352,M_15th,GW07,S-VENTILUS/BRISKAIR+150MM WHT BLADE,S-90002022,20,0
,W001,6700002352,M_15th,GN01,S-VENTILUS/BRISKAIR+150MM IVY BLADE,S-90002025,100,0
,W001,6700002352,M_15th,GS04,S-VENTILUS 150MM CARTON 8/U,S-90002032,5,0
,W001,6700002352,M_15th,GW05,S-VENTILUS/BRISKAIR+150MM MOTOR,S-90002041,10,0
,W001,6700002352,M_15th,GN02,S-VENTILUS/BRISKAIR+150MM MOTOR,S-90002041,25,0
,W001,6700002352,M_15th,GN01,S-VENTILUS/BRISKAIR+150MM MOTOR,S-90002041,70,0
,W001,6700002352,M_15th,GW07,S-VENTILUS/BRISKAIR+200MM WHT BLADE,S-90002046,20,0
,W001,6700002352,M_15th,GW06,S-VENTILUS/BRISKAIR+200MM BLK BLADE,S-90002048,15,0
,W001,6700002352,M_15th,GN01,S-VENTILUS/BRISKAIR+200MM BLK BLADE,S-90002048,100,0
,W001,6700002352,M_15th,GN02,S-VENTILUS/BRISKAIR+200MM MOTOR,S-90002065,20,0
,W001,6700002352,M_15th,GN04,S-AXIAL AIR MOTOR 100MM,S-90002107,20,0
,W001,6700002352,M_15th,GW07,S-AXIAL AIR MOTOR 150MM,S-90002110,20,0
,W001,6700002352,M_15th,GN04,S-AXIAL AIR MOTOR 150MM,S-90002110,20,0
,W001,6700002344,M_15th,GS02,S- BRIZAIR 900/1050/1200 WOUND STR+SHAFT,S-90002178,12,82
,W001,6700002344,M_15th,GN01,S- BRIZAIR 900/1050/1200 WOUND STR+SHAFT,S-90002178,6,82
,W001,6700002277,M_15th,GN04,S- CB CAPACITOR CLAMP,S-90002347,150,0
,W001,6700002394,M_15th,GS04,S- SB CARTON 4/U,S-90002431,10,22
,W001,6700002394,M_15th,GS01,S- SB CARTON 4/U,S-90002431,12,22
,W001,6700002394,M_15th,GS04,S- SB CARTON BLADE 4/U,S-90002432,10,10
,W001,6700002277,M_15th,GN01,S- SB 1200MM WOUND STATOR WITH SHAFT,S-90002433,48,0
,W001,6700002393,M_15th,GN02,"S- 09""TA BLADE ASSLY.",S-90002456,15,0
,W001,6700002393,M_15th,GN05,"S- 09""TA BLADE ASSLY.",S-90002456,6,0
,W001,6700002393,M_15th,GE01,"S- 09""TA PRIM CARTON WITH FITMENT",S-90002460,4,0
,W001,6700002393,M_15th,GE01,"S- 09""TA 4 UNIT SECONDRY CARTON",S-90002461,2,0
,W001,6700002393,M_15th,GN02,"S- 12""TA BLADE ASSLY.",S-90002466,8,0
,W001,6700002393,M_15th,GN05,"S- 12""TA BLADE ASSLY.",S-90002466,6,0
,W001,6700002277,M_15th,GN02,"S- 12""TA GUARD WITH LOUVERS.",S-90002467,4,0
,W001,6700002414,M_15th,GN05,S- WWHE 1200mm WOUND STATOR WITH SHAFT,S-90002501,100,216
,W001,6700002414,M_15th,GN04,S- WWHE 1200mm WOUND STATOR WITH SHAFT,S-90002501,216,216
,W001,6700002414,M_15th,GN05,S- WWHE CANOPY WHT,S-90002507,48,0
,W001,6700002414,M_15th,GN05,S- WWHE CANOPY BRN,S-90002508,48,0
,W001,6700002277,M_15th,GS07,S- WINZAIR 1200MM CARTON S/U,S-90002521,4,0
,W001,6700002277,M_15th,GS07,S- WINZAIR 1200MM CARTON 4/U,S-90002522,1,0
,W001,6700002277,M_15th,GS07,S- WINZAIR 1200MM CARTON BLADE 4/U,S-90002523,1,0
,W001,6700002277,M_15th,GS05,S-SUPERBRIZ DECO 1200MM Canopy Set SLVR,S-90002572,10,10
,W001,6700002277,M_15th,GS02,S-SUPERBRIZDECO Canopy Set BKWT,S-90002573,10,0
,W001,6700002344,M_15th,GS02,S-SUPERBRIZDECO Canopy Set SMBR,S-90002574,10,10
,W001,6700002277,M_15th,GS02,S-SUPERBRIZ DECO 1200MM Wound Stator ASM,S-90002578,6,6
,W001,6700002344,M_15th,GN02,S-SUPERBRIZ DECO 1200MM Wound Stator ASM,S-90002578,6,6
,W001,6700002277,M_15th,GE05,S-SUPERBRIZDECO Capacitor,S-90002579,10,0
,W001,6700002344,M_15th,GS02,S-SUPERBRIZ DECO 1200MM Motor Carton S/U,S-90002587,3,29
,W001,6700002344,M_15th,GS02,S-SUPERBRIZ DECO 1200MM Motor Carton S/U,S-90002587,4,29
,W001,6700002277,M_15th,GS02,S-SUPERBRIZ DECO 1200MM Motor Carton 4/U,S-90002588,1,0
,W001,6700002277,M_15th,GS07,S-SUPERBRIZ DECO 1200MM Blade Carton S/U,S-90002589,32,0
,W001,6700002277,M_15th,GS02,S-SUPERBRIZ DECO 1200MM Motor Ring SLVR,S-90002591,9,5
,W001,6700002277,M_15th,GW01,S-SUPERBRIZ DECO 1200MM Motor Ring SLVR,S-90002591,3,5
,W001,6700002277,M_15th,GS02,S-SUPERBRIZ DECO 1200MM Motor Ring SLVR,S-90002591,23,5
,W001,6700002277,M_15th,GE05,S-SUPERBRIZDECO Motor Ring BKWT,S-90002592,20,20
,W001,6700002277,M_15th,GS02,S-SUPERBRIZDECO Motor Ring BKWT,S-90002592,20,20
,W001,6700002277,M_15th,GE05,S-SUPERBRIZDECO Motor Ring SMBR,S-90002593,20,20
,W001,6700002344,M_15th,GS02,S-SUPERBRIZDECO Motor Ring SMBR,S-90002593,20,20
,W001,6700002344,M_15th,GN01,S-SUPERBRIZDECO Motor Ring SMBR,S-90002593,20,20
,W001,6700002277,M_15th,GE05,S-SUPERBRIZ DECO 1200MM Blade SLVR WHT,S-90002597,8,2
,W001,6700002277,M_15th,GE05,S-SUPERBRIZ DECO 1200MM Blade SLVR WHT,S-90002597,8,2
,W001,6700002344,M_15th,GN02,S-SUPERBRIZ DECO 1200MM Blade SLVR WHT,S-90002597,2,2
,W001,6700002344,M_15th,GS06,S-SUPERBRIZ DECO 1200MM Blade SLVR WHT,S-90002597,2,2
,W001,6700002277,M_15th,GE05,S-SUPERBRIZ DECO 1200MM Blade BRKN WHT,S-90002598,8,7
,W001,6700002344,M_15th,GN02,S-SUPERBRIZ DECO 1200MM Blade BRKN WHT,S-90002598,7,7
,W001,6700002277,M_15th,GE05,S-SUPERBRIZ DECO 1200MM Blade SMKD BRN,S-90002599,8,4
,W001,6700002344,M_15th,GS02,S-SUPERBRIZ DECO 1200MM Blade SMKD BRN,S-90002599,4,4
,W001,6700002277,M_15th,GS02,S-SUPERBRIZ DECO 1200MM Motor SMKD BRN,S-90002602,5,0
,W001,6700002346,M_15th,GW01,S-EESL ASTDC48 BLADE 1200MM OPW,S-90002610,30,0
,W001,6200021175,M_15th,GS02,S-PKD MOT & ACC ARIYABRIZ 1.2M BRN,S-KDARY48BRN,1,3
,W001,6200021177,M_15th,GN01,S-PKD MOT & ACC ARIYABRIZ 1.2M BRN,S-KDARY48BRN,2,3
,W001,6200021176,M_15th,GW06,S-PKD MOT & ACC ASSET50 1.2M BRN,S-KDAST48BRN,15,0
,W001,6200021174,M_15th,GS01,S-PKD MOT & ACC ASSET50 1.2M BRN,S-KDAST48BRN,5,0
,W001,6200021174,M_15th,GS01,S-BOTTOM E/S 12P DIGNITA CARAMEL,S-PB12PLDGTCRML,2,0
,W001,6200021174,M_15th,GS01,S-BOTTOM E/S 12P DIGNITA  ROSEBERRY,S-PB12PLDGTRSBY,2,0
,W001,6200021174,M_15th,GS01,S-BOTTOM E/S 12P DIGNITA  SNOW ONYX,S-PB12PLDGTSONX,2,0
,W001,6200021174,M_15th,GS01,S-TOP E/S 12P DIGNITA  CARAMEL,S-PT12PLDGTCRML,2,0
,W001,6200021174,M_15th,GS01,S-TOP E/S 12P DIGNITA ROSEBERRY,S-PT12PLDGTRSBY,2,0
,W001,6200021174,M_15th,GS01,S-TOP E/S 12P DIGNITA SNOW ONYX,S-PT12PLDGTSONX,2,0
,W001,6200020931,M_25th,GS04,SEA BREEZE 1200MM IVORY WOR,SB48IVY,804,1756
,W001,6200020931,M_25th,GS06,SEA BREEZE 1200MM IVORY WOR,SB48IVY,240,1756
,W001,6200020931,M_25th,GW04,SEA BREEZE 1200MM IVORY WOR,SB48IVY,728,1756
,W001,6200020928,M_15th,GW04,SEA BREEZE 1200MM IVORY WOR,SB48IVY,420,1756
,W001,6200021058,M+1_7th,GW01,SEA WIND 1200MM IVORY W/O REG,SEAWIND48IVY,172,3772
,W001,6200021058,M+1_7th,GS05,SEA WIND 1200MM IVORY W/O REG,SEAWIND48IVY,508,3772
,W001,6200021058,M+1_7th,GS06,SEA WIND 1200MM IVORY W/O REG,SEAWIND48IVY,7,3772
,W001,6200021058,M+1_7th,GS07,SEA WIND 1200MM IVORY W/O REG,SEAWIND48IVY,1368,3772
,W001,6200021058,M+1_7th,GW01,SEA WIND 1200MM  LUSTRE BROWN W/O REG,SEAWIND48LB,412,5116
,W001,6200021058,M+1_7th,GS01,SEA WIND 1200MM  LUSTRE BROWN W/O REG,SEAWIND48LB,112,5116
,W001,6200021058,M+1_7th,GS03,SEA WIND 1200MM  LUSTRE BROWN W/O REG,SEAWIND48LB,40,5116
,W001,6200021058,M+1_7th,GS07,SEA WIND 1200MM  LUSTRE BROWN W/O REG,SEAWIND48LB,1804,5116
,W001,6200021058,M+1_7th,GW04,SEA WIND 1200MM  OPAL WHT W/O REG,SEAWIND48OPW,332,1588
,W001,6200021058,M+1_7th,GS03,SEA WIND 1200MM  OPAL WHT W/O REG,SEAWIND48OPW,96,1588
,W001,6200021058,M+1_7th,GS04,SEA WIND 1200MM  OPAL WHT W/O REG,SEAWIND48OPW,132,1588
,W001,6200021058,M+1_7th,GS06,SEA WIND 1200MM  OPAL WHT W/O REG,SEAWIND48OPW,3,1588
,W001,6200021040,M_15th,GN02,SENORITA 1200MM OPW 275 D/R,SEN48OPW,20,0
,W001,6200020931,M_25th,GS05,SMART BRZ HS 1200MM IVY WOR  CF,SMART48IVY,52,0
,W001,6200020931,M_25th,GW05,SMART BRZ HS 1200MM IVY WOR  CF,SMART48IVY,12,0
,W001,6200020928,M_15th,GS05,SMART BRZ HS 1200MM IVY WOR  CF,SMART48IVY,76,0
,W001,6200020928,M_15th,GW05,SMART BRZ HS 1200MM IVY WOR  CF,SMART48IVY,16,0
,W001,6200020931,M_25th,GW05,SMART BRZ HS 1200MM LUSTRE BRN  WOR  CF,SMART48LB,12,0
,W001,6200020931,M_25th,GS07,SMART BRZ HS 1200MM LUSTRE BRN  WOR  CF,SMART48LB,164,0
,W001,6200020928,M_15th,GS07,SMART BRZ HS 1200MM LUSTRE BRN  WOR  CF,SMART48LB,36,0
,W001,6200020928,M_15th,GE01,SMART BRZ HS 1200MM LUSTRE BRN  WOR  CF,SMART48LB,180,0
,W001,6200020928,M_15th,GW05,SMART BRZ HS 1200MM LUSTRE BRN  WOR  CF,SMART48LB,16,0
,W001,6200020931,M_25th,GE01,SMART BRZ HS 1200MM LUSTRE BRN  WOR  CF,SMART48LB,120,0
,W001,6200020928,M_15th,GN01,SMART BRZ HS 48 MATT BRN  WOR  CF,SMART48MB,72,0
,W001,6200020931,M_25th,GN01,SMART BRZ HS 48 MATT BRN  WOR  CF,SMART48MB,52,0
,W001,6200020931,M_25th,GE01,SMART BRZ HS 48 MATT BRN  WOR  CF,SMART48MB,80,0
,W001,6200020931,M_25th,GE01,SMART BRZ HS 1200MM OPW  WOR  CF,SMART48OPW,28,0
,W001,6200020906,M_25th,GW01,SPLITZ  CF  1200MM MAROON IVORY,SPLITZ48MIV,180,180
,W001,6200020906,M_25th,GW04,SPLITZ  CF 1200MM  SILVER WHITE,SPLITZ48SWT,176,176
,W001,6200020931,M_25th,GS05,STAR 220 1200MM WHITE CF,STAR22048WHT,76,288
,W001,6200020931,M_25th,GN06,STAR 220 1200MM WHITE CF,STAR22048WHT,788,288
,W001,6200020931,M_25th,GW04,STAR 220 1200MM WHITE CF,STAR22048WHT,100,288
,W001,6200020928,M_15th,GS05,STAR 220 1200MM WHITE CF,STAR22048WHT,72,288
,W001,6200020928,M_15th,GE05,STAR 220 1200MM WHITE CF,STAR22048WHT,212,288
,W001,6200020928,M_15th,GN03,STAR 220 1200MM WHITE CF,STAR22048WHT,96,288
,W001,6200020931,M_25th,GN03,STAR 220 1200MM WHITE CF,STAR22048WHT,64,288
,W001,6200020931,M_25th,GE05,STAR 220 1200MM WHITE CF,STAR22048WHT,200,288
,W001,6200020928,M_15th,GW04,STAR 220 1200MM WHITE CF,STAR22048WHT,812,288
,W001,6200020931,M_25th,GE02,"SUPER BRIZ DECO 48""BIRKEN WHITE C.FAN",SUPERBRIZDEC48BKWT,4,1220
,W001,6200021058,M+1_7th,GE02,"SUPER BRIZ DECO 48""BIRKEN WHITE C.FAN",SUPERBRIZDEC48BKWT,52,1220
,W001,6200021058,M+1_7th,GE03,"SUPER BRIZ DECO 48""BIRKEN WHITE C.FAN",SUPERBRIZDEC48BKWT,52,1220
,W001,6200021058,M+1_7th,GE05,"SUPER BRIZ DECO 48""BIRKEN WHITE C.FAN",SUPERBRIZDEC48BKWT,232,1220
,W001,6200021058,M+1_7th,GS07,"SUPER BRIZ DECO 48""BIRKEN WHITE C.FAN",SUPERBRIZDEC48BKWT,348,1220
,W001,6200021072,M_15th,GN03,"SUPER BRIZ DECO 48""BIRKEN WHITE C.FAN",SUPERBRIZDEC48BKWT,424,1220
,W001,6200020931,M_25th,GS02,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,8,20
,W001,6200020931,M_25th,GN02,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,148,20
,W001,6200021058,M+1_7th,GE02,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,32,20
,W001,6200021058,M+1_7th,GE03,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,32,20
,W001,6200021058,M+1_7th,GE04,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,40,20
,W001,6200021058,M+1_7th,GW01,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,384,20
,W001,6200021058,M+1_7th,GW02,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,100,20
,W001,6200021058,M+1_7th,GS02,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,12,20
,W001,6200021058,M+1_7th,GS04,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,240,20
,W001,6200021058,M+1_7th,GS07,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,120,20
,W001,6200021058,M+1_7th,GN04,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,164,20
,W001,6200021072,M_15th,GN03,"SUPER BRIZ DECO 48""SILVER WHITE C.FAN",SUPERBRIZDEC48SLWT,568,20
,W001,6200020931,M_25th,GE02,"SUPER BRIZ DECO 48""SMOKED BROWN C.FAN",SUPERBRIZDEC48SMBR,16,240
,W001,6200021058,M+1_7th,GE02,"SUPER BRIZ DECO 48""SMOKED BROWN C.FAN",SUPERBRIZDEC48SMBR,24,240
,W001,6200021058,M+1_7th,GE03,"SUPER BRIZ DECO 48""SMOKED BROWN C.FAN",SUPERBRIZDEC48SMBR,24,240
,W001,6200021058,M+1_7th,GS04,"SUPER BRIZ DECO 48""SMOKED BROWN C.FAN",SUPERBRIZDEC48SMBR,1184,240
,W001,6200021058,M+1_7th,GS07,"SUPER BRIZ DECO 48""SMOKED BROWN C.FAN",SUPERBRIZDEC48SMBR,384,240
,W001,6200021072,M_15th,GN03,"SUPER BRIZ DECO 48""SMOKED BROWN C.FAN",SUPERBRIZDEC48SMBR,1600,240
,W001,6200021058,M+1_7th,GN02,"12"" TRANSAIR WITH GUARD",TA12AG-GRD,14,14
,W001,6200020931,M_25th,GS06,"6"" TRANSAIR",TA6AG,16,360
,W001,6200020931,M_25th,GS07,"6"" TRANSAIR",TA6AG,16,360
,W001,6200020928,M_15th,GN04,"6"" TRANSAIR",TA6AG,24,360
,W001,6200020928,M_15th,GW01,"6"" TRANSAIR",TA6AG,16,360
,W001,6200020928,M_15th,GS06,"6"" TRANSAIR",TA6AG,24,360
,W001,6200020928,M_15th,GS07,"6"" TRANSAIR",TA6AG,24,360
,W001,6200020928,M_15th,GE02,"6"" TRANSAIR",TA6AG,16,360
,W001,6200020931,M_25th,GN02,"6"" TRANSAIR",TA6AG,16,360
,W001,6200020931,M_25th,GN04,"6"" TRANSAIR",TA6AG,16,360
,W001,6200020931,M_25th,GE02,"6"" TRANSAIR",TA6AG,8,360
,W001,6200021072,M_15th,GW01,"6"" TRANSAIR",TA6AG,20,360
,W001,6200021133,M_15th,GN05,TF 400MM WINDMILL ASH GRY STAND BLUE BLD,TFWIND16AG-2U-DBL,120,120
,W001,6200020931,M_25th,GS06,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,20,356
,W001,6200020931,M_25th,GS05,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,20,356
,W001,6200020931,M_25th,GS01,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,8,356
,W001,6200020931,M_25th,GN06,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,62,356
,W001,6200020931,M_25th,GW03,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,18,356
,W001,6200020931,M_25th,GW04,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,20,356
,W001,6200020931,M_25th,GS07,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,22,356
,W001,6200020931,M_25th,GW02,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,22,356
,W001,6200020928,M_15th,GN06,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,94,356
,W001,6200020928,M_15th,GN04,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,6,356
,W001,6200020928,M_15th,GW02,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,32,356
,W001,6200020928,M_15th,GN01,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,104,356
,W001,6200020928,M_15th,GE01,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,60,356
,W001,6200020928,M_15th,GN03,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,40,356
,W001,6200020928,M_15th,GN02,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,20,356
,W001,6200020931,M_25th,GN02,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,44,356
,W001,6200020931,M_25th,GN01,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,74,356
,W001,6200020931,M_25th,GN04,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,26,356
,W001,6200020931,M_25th,GN03,TRITON 1200MM ANTQ BRASS WOR CF,TRIT48ABR,68,356
